mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	3/4	3/4	0	4	firstMeasure					2
2	2	-1	3/4	3/4	0	4						3
3	3	-1	3/4	3/4	0	4						4
4	4	-1	3/4	3/4	0	4						5
5	5	-1	3/4	3/4	0	4						6
6	6	-1	3/4	3/4	0	5						7
7	7	-1	3/4	3/4	0	4						8
8	8	-1	3/4	3/4	0	4						9
9	9	-1	3/4	3/4	0	4						10
10	10	-1	3/4	3/4	0	4						11
11	11	-1	3/4	3/4	0	4						12
12	12	-1	3/4	3/4	0	5						13
13	13	-1	3/4	3/4	0	4						14
14	14	-1	3/4	3/4	0	4						15
15	15	-1	3/4	3/4	0	4						16
16	16	-1	3/4	3/4	0	6						17
17	17	-1	3/4	3/4	0	5						18
18	18	-1	3/4	3/4	0	4						19
19	19	-1	3/4	3/4	0	4						20
20	20	-1	3/4	3/4	0	4						21
21	21	-1	3/4	3/4	0	4						22
22	22	-1	3/4	3/4	0	4						23
23	23	-1	3/4	3/4	0	4						24
24	24	-1	3/4	3/4	0	4						25
25	25	-1	3/4	3/4	0	4						26
26	26	-1	3/4	3/4	0	4						27
27	27	-1	3/4	3/4	0	4						28
28	28	-1	3/4	3/4	0	4						29
29	29	-1	3/4	3/4	0	4						30
30	30	-1	3/4	3/4	0	4						31
31	31	-1	3/4	3/4	0	4						32
32	32	-1	3/4	3/4	0	4						33
33	33	-1	3/4	3/4	0	4						34
34	34	-1	3/4	3/4	0	4						35
35	35	-1	3/4	3/4	0	4						36
36	36	-1	3/4	3/4	0	4						37
37	37	-1	3/4	3/4	0	4						38
38	38	-1	3/4	3/4	0	4						39
39	39	-1	3/4	3/4	0	4						40
40	40	-1	3/4	3/4	0	5						41
41	41	-1	3/4	3/4	0	5						42
42	42	-1	3/4	3/4	0	5						43
43	43	-1	3/4	3/4	0	4						44
44	44	-1	3/4	3/4	0	4						45
45	45	-1	3/4	3/4	0	4						46
46	46	-1	4/4	1	0	4						47
47	47	-1	4/4	1	0	4						48
48	48	-1	4/4	1	0	4						49
49	49	-1	4/4	1	0	4						50
50	50	-1	4/4	1	0	4						51
51	51	-1	4/4	1	0	4						52
52	52	-1	4/4	1	0	4			double			53
53	53	-1	3/4	3/4	0	4						54
54	54	-1	3/4	3/4	0	4						55
55	55	-1	3/4	3/4	0	4						56
56	56	-1	3/4	3/4	0	4						57
57	57	-1	3/4	3/4	0	4						58
58	58	-1	3/4	3/4	0	4						59
59	59	-1	3/4	3/4	0	4						60
60	60	-1	3/4	3/4	0	4						61
61	61	-1	3/4	3/4	0	4						62
62	62	-1	3/4	3/4	0	4						63
63	63	-1	3/4	3/4	0	4						64
64	64	-1	3/4	3/4	0	4						65
65	65	-1	3/4	3/4	0	4						66
66	66	-1	3/4	3/4	0	4						67
67	67	-1	3/4	3/4	0	4						68
68	68	-1	3/4	3/4	0	4						69
69	69	-1	3/4	3/4	0	4						70
70	70	-1	3/4	3/4	0	4						71
71	71	-1	3/4	3/4	0	4						72
72	72	-1	3/4	3/4	0	4						73
73	73	-1	3/4	3/4	0	4						74
74	74	-1	3/4	3/4	0	4						75
75	75	-1	3/4	3/4	0	4						76
76	76	-1	3/4	3/4	0	4						77
77	77	-1	3/4	3/4	0	4						78
78	78	-1	3/4	3/4	0	4						79
79	79	-1	3/4	3/4	0	4						80
80	80	-1	3/4	3/4	0	4						81
81	81	-1	3/4	3/4	0	4						82
82	82	-1	3/4	3/4	0	4						83
83	83	-1	3/4	3/4	0	4						84
84	84	-1	3/4	3/4	0	4						85
85	85	-1	3/4	3/4	0	4						86
86	86	-1	3/4	3/4	0	4						87
87	87	-1	3/4	3/4	0	4						88
88	88	-1	3/4	3/4	0	4			double			89
89	89	-1	4/4	1	0	4						90
90	90	-1	4/4	1	0	4						91
91	91	-1	4/4	1	0	4						92
92	92	-1	4/4	1	0	4			double			93
93	93	-1	3/4	3/4	0	4						94
94	94	-1	3/4	3/4	0	4						95
95	95	-1	3/4	3/4	0	4						96
96	96	-1	3/4	3/4	0	4						97
97	97	-1	3/4	3/4	0	4						98
98	98	-1	3/4	3/4	0	5						99
99	99	-1	3/4	3/4	0	4						100
100	100	-1	3/4	3/4	0	4						101
101	101	-1	3/4	3/4	0	4						102
102	102	-1	3/4	3/4	0	4						103
103	103	-1	3/4	3/4	0	4						104
104	104	-1	3/4	3/4	0	4						105
105	105	-1	3/4	3/4	0	4						106
106	106	-1	3/4	3/4	0	4						107
107	107	-1	3/4	3/4	0	4						108
108	108	-1	3/4	3/4	0	5						109
109	109	-1	3/4	3/4	0	6						110
110	110	-1	3/4	3/4	0	4						111
111	111	-1	3/4	3/4	0	4						112
112	112	-1	3/4	3/4	0	4						113
113	113	-1	3/4	3/4	0	4						114
114	114	-1	3/4	3/4	0	4						115
115	115	-1	3/4	3/4	0	4						116
116	116	-1	3/4	3/4	0	4						117
117	117	-1	3/4	3/4	0	4						118
118	118	-1	3/4	3/4	0	4						119
119	119	-1	3/4	3/4	0	4						120
120	120	-1	3/4	3/4	0	4						121
121	121	-1	3/4	3/4	0	4						122
122	122	-1	3/4	3/4	0	4						123
123	123	-1	3/4	3/4	0	4						124
124	124	-1	3/4	3/4	0	4						125
125	125	-1	3/4	3/4	0	4	lastMeasure		end			-1
