mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
5	4	15/2	15/2	0.5	1/4	1/4	2/4	4	1		i64	g	i		i64		i		64					m	1	1	1, 0, -3		0	1
5	4	8	8	0.5	3/8	3/8	2/4	4	1		V2	g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
6	5	17/2	17/2	0.5	0	0	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
6	5	9	9	0.5	1/8	1/8	2/4	4	1		V	g	i		V		V							M	1	1	1, 5, 2		1	1
6	5	19/2	19/2	0.5	1/4	1/4	2/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
6	5	10	10	0.5	3/8	3/8	2/4	4	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	21/2	21/2	1.5	0	0	2/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
7	6	12	12	0.5	3/8	3/8	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
8	7	25/2	25/2	1.0	0	0	2/4	4	1		v	g	i		v		v							m	1	1	1, -2, 2		1	1
8	7	27/2	27/2	0.5	1/4	1/4	2/4	4	1		V7/v	g	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
8	7	14	14	0.5	3/8	3/8	2/4	4	1		V7/v	g	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
9	8	29/2	29/2	1.0	0	0	2/4	4	1		v	g	i		v		v							m	1	1	1, -2, 2		1	1
9	8	31/2	31/2	0.5	1/4	1/4	2/4	4	1		V2/v	g	i		V2/v		V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
9	8	16	16	0.5	3/8	3/8	2/4	4	1		#viio2/v	g	i		#viio2/v		#vii	o	2		v			o7	1	1	-3, 6, 3, 0		6	-3
10	9	33/2	33/2	1.0	0	0	2/4	4	1		v	g	i		v		v							m	1	1	1, -2, 2		1	1
10	9	35/2	35/2	0.5	1/4	1/4	2/4	4	1		V43/v	g	i		V43/v		V		43		v			Mm7	1	1	3, 0, 2, 6		2	3
10	9	18	18	0.5	3/8	3/8	2/4	4	1		V/v	g	i		V/v		V				v			M	1	1	2, 6, 3		2	2
11	10	37/2	37/2	1.0	0	0	2/4	4	1		v	g	i		v		v							m	1	1	1, -2, 2		1	1
11	10	39/2	39/2	1.0	1/4	1/4	2/4	4	1		v43	g	i		v43		v		43					mm7	1	1	2, -1, 1, -2		1	2
12	11	41/2	41/2	0.5	0	0	2/4	4	1		III	g	i		III		III							M	1	1	-3, 1, -2		-3	-3
12	11	21	21	0.25	1/8	1/8	2/4	4	1		V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
12	11	85/4	85/4	0.25	3/16	3/16	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
12	11	43/2	43/2	0.5	1/4	1/4	2/4	4	1		V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
12	11	22	22	0.5	3/8	3/8	2/4	4	1		V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
13	12	45/2	45/2	0.5	0	0	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
13	12	23	23	0.5	1/8	1/8	2/4	4	1		iio/v	g	i		iio/v		ii	o			v			o	1	1	3, 0, -3		3	3
13	12	47/2	47/2	0.5	1/4	1/4	2/4	4	1		V(64)/v	g	i		V(64)/v		V			64	v			M	1	1	2, 1, -2		2	2
13	12	24	24	0.5	3/8	3/8	2/4	4	1		V7/v	g	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
14	13	49/2	49/2	0.5	0	0	2/4	4	1		V	g	i		V		V							M	1	1	1, 5, 2		1	1
14	13	25	25	0.5	1/8	1/8	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
14	13	51/2	51/2	0.5	1/4	1/4	2/4	4	1		V	g	i		V		V							M	1	1	1, 5, 2		1	1
14	13	26	26	0.5	3/8	3/8	2/4	4	1		Ger6	g	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
15	14	53/2	53/2	1.5	0	0	2/4	4	1		V\\	g	i		V		V						\\	M	1	1	1, 5, 2		1	1
16	14	28	28	1.5	0	3/8	2/4	4	1		v	g	i		v		v							m	1	1	1, -2, 2		1	1
17	15	59/2	59/2	1.0	1/4	1/4	2/4	4	1		iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
18	16	61/2	61/2	3.0	0	0	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
19	17	67/2	67/2	1.0	1/4	1/4	2/4	4	1		#viio	g	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
20	18	69/2	69/2	0.5	0	0	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
20	18	35	35	1.5	1/8	1/8	2/4	4	1		iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
21	19	73/2	73/2	2.0	0	0	2/4	4	1		V	g	i		V		V							M	1	1	1, 5, 2		1	1
22	20	77/2	77/2	1.0	0	0	2/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
22	20	79/2	79/2	1.0	1/4	1/4	2/4	4	1		#viio64/ii	g	i		#viio64/ii		#vii	o	64		ii			o	1	1	1, 7, 4		7	1
23	21	81/2	81/2	1.0	0	0	2/4	4	1		V	g	i		V		V							M	1	1	1, 5, 2		1	1
23	21	83/2	83/2	1.0	1/4	1/4	2/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
24	22	85/2	85/2	1.0	0	0	2/4	4	1		iio	g	i		iio		ii	o						o	1	1	2, -1, -4		2	2
24	22	87/2	87/2	1.0	1/4	1/4	2/4	4	1		V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
25	23	89/2	89/2	0.5	0	0	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
25	23	45	45	0.5	1/8	1/8	2/4	4	1		V	g	i		V		V							M	1	1	1, 5, 2		1	1
25	23	91/2	91/2	0.5	1/4	1/4	2/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
25	23	46	46	0.5	3/8	3/8	2/4	4	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	24	93/2	93/2	1.0	0	0	2/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
26	24	95/2	95/2	0.5	1/4	1/4	2/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
26	24	48	48	0.5	3/8	3/8	2/4	4	1		V7/iv	g	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
27	25	97/2	97/2	0.5	0	0	2/4	4	1		iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
27	25	49	49	0.5	1/8	1/8	2/4	4	1		V/iv	g	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
27	25	99/2	99/2	0.5	1/4	1/4	2/4	4	1		V(64)/iv	g	i		V(64)/iv		V			64	iv			M	1	1	0, -1, -4		0	0
27	25	50	50	0.5	3/8	3/8	2/4	4	1		V7/iv	g	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
28	26	101/2	101/2	1.0	0	0	2/4	4	1		V(64)/iv	g	i		V(64)/iv		V			64	iv			M	1	1	0, -1, -4		0	0
28	26	103/2	103/2	0.5	1/4	1/4	2/4	4	1		iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
28	26	52	52	0.5	3/8	3/8	2/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
29	27	105/2	105/2	0.5	0	0	2/4	4	1		iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
29	27	53	53	0.25	1/8	1/8	2/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
29	27	213/4	213/4	0.25	3/16	3/16	2/4	4	1		#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
29	27	107/2	107/2	0.5	1/4	1/4	2/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
29	27	54	54	0.5	3/8	3/8	2/4	4	1		VI6	g	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
30	28	109/2	109/2	0.5	0	0	2/4	4	1		V6	g	i		V6		V		6					M	1	1	5, 2, 1		1	5
30	28	55	55	0.5	1/8	1/8	2/4	4	1		VI	g	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
30	28	111/2	111/2	0.5	1/4	1/4	2/4	4	1		iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
30	28	56	56	0.5	3/8	3/8	2/4	4	1		ii%65	g	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
31	29	113/2	113/2	0.5	0	0	2/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
31	29	57	57	0.25	1/8	1/8	2/4	4	1		iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
31	29	229/4	229/4	0.25	3/16	3/16	2/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
31	29	115/2	115/2	0.5	1/4	1/4	2/4	4	1		iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
31	29	58	58	0.5	3/8	3/8	2/4	4	1		V	g	i		V		V							M	1	1	1, 5, 2		1	1
32	30	117/2	117/2	1.5	0	0	2/4	4	1		i[i\\	g	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
33	30	60	60	2.0	0	3/8	2/4	4	1		I.I	g	I	i	I		I							M	1	0	0, 4, 1		0	0
34	31	62	62	0.5	3/8	3/8	2/4	4	1		IV	g	I	i	IV		IV							M	1	0	-1, 3, 0		-1	-1
35	32	125/2	125/2	0.5	0	0	2/4	4	1		I	g	I	i	I		I							M	1	0	0, 4, 1		0	0
35	32	63	63	0.5	1/8	1/8	2/4	4	1		IV	g	I	i	IV		IV							M	1	0	-1, 3, 0		-1	-1
35	32	127/2	127/2	2.5	1/4	1/4	2/4	4	1		I	g	I	i	I		I							M	1	0	0, 4, 1		0	0
36	33	66	66	0.5	3/8	3/8	2/4	4	1		IV	g	I	i	IV		IV							M	1	0	-1, 3, 0		-1	-1
37	34	133/2	133/2	0.5	0	0	2/4	4	1		I	g	I	i	I		I							M	1	0	0, 4, 1		0	0
37	34	67	67	0.5	1/8	1/8	2/4	4	1		IV	g	I	i	IV		IV							M	1	0	-1, 3, 0		-1	-1
37	34	135/2	135/2	0.5	1/4	1/4	2/4	4	1		I	g	I	i	I		I							M	1	0	0, 4, 1		0	0
37	34	68	68	0.5	3/8	3/8	2/4	4	1		vi]	g	I	i	vi		vi							m	1	0	3, 0, 4		3	3
38	35	137/2	137/2	1.5	0	0	2/4	4	1		vi[vi	g	I	vi	vi		vi							m	1	0	3, 0, 4		3	3
38	35	70	70	0.5	3/8	3/8	2/4	4	1		iv/vi	g	I	vi	iv/vi		iv				vi			m	1	0	2, -1, 3		2	2
39	36	141/2	141/2	0.5	0	0	2/4	4	1		vi	g	I	vi	vi		vi							m	1	0	3, 0, 4		3	3
39	36	71	71	0.5	1/8	1/8	2/4	4	1		iv/vi	g	I	vi	iv/vi		iv				vi			m	1	0	2, -1, 3		2	2
39	36	143/2	143/2	2.5	1/4	1/4	2/4	4	1		vi	g	I	vi	vi		vi							m	1	0	3, 0, 4		3	3
40	37	74	74	0.5	3/8	3/8	2/4	4	1		iv/vi	g	I	vi	iv/vi		iv				vi			m	1	0	2, -1, 3		2	2
41	38	149/2	149/2	0.5	0	0	2/4	4	1		vi	g	I	vi	vi		vi							m	1	0	3, 0, 4		3	3
41	38	75	75	0.5	1/8	1/8	2/4	4	1		iv/vi	g	I	vi	iv/vi		iv				vi			m	1	0	2, -1, 3		2	2
41	38	151/2	151/2	1.0	1/4	1/4	2/4	4	1		vi]	g	I	vi	vi		vi							m	1	0	3, 0, 4		3	3
42	39	153/2	153/2	1.0	0	0	2/4	4	1		V65/V	g	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
42	39	155/2	155/2	1.0	1/4	1/4	2/4	4	1		V	g	I		V		V							M	1	0	1, 5, 2		1	1
43	40	157/2	157/2	1.0	0	0	2/4	4	1		V43/V	g	I		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
43	40	159/2	159/2	1.0	1/4	1/4	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
44	41	161/2	161/2	1.0	0	0	2/4	4	1		V65/V	g	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
44	41	163/2	163/2	1.0	1/4	1/4	2/4	4	1		V	g	I		V		V							M	1	0	1, 5, 2		1	1
45	42	165/2	165/2	1.0	0	0	2/4	4	1		V43/V	g	I		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
45	42	167/2	167/2	1.0	1/4	1/4	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
46	43	169/2	169/2	2.0	0	0	2/4	4	1		V65/ii	g	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
47	44	173/2	173/2	2.0	0	0	2/4	4	1		V2/V	g	I		V2/V		V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
48	45	177/2	177/2	0.5	0	0	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
48	45	89	89	0.5	1/8	1/8	2/4	4	1		vi/V	g	I		vi/V		vi				V			m	1	0	4, 1, 5		4	4
48	45	179/2	179/2	0.5	1/4	1/4	2/4	4	1		ii6/V	g	I		ii6/V		ii		6		V			m	1	0	0, 4, 3		3	0
48	45	90	90	0.5	3/8	3/8	2/4	4	1		V7/V	g	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
49	46	181/2	181/2	8.0	0	0	2/4	4	1		V\\	g	I		V		V						\\	M	1	0	1, 5, 2		1	1
54	50	197/2	197/2	0.5	0	0	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
54	50	99	99	0.5	1/8	1/8	2/4	4	1		V	g	I		V		V							M	1	0	1, 5, 2		1	1
54	50	199/2	199/2	0.5	1/4	1/4	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
54	50	100	100	0.5	3/8	3/8	2/4	4	1		IV/V	g	I		IV/V		IV				V			M	1	0	0, 4, 1		0	0
55	51	201/2	201/2	0.5	0	0	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
55	51	101	101	0.5	1/8	1/8	2/4	4	1		IV/V	g	I		IV/V		IV				V			M	1	0	0, 4, 1		0	0
55	51	203/2	203/2	0.5	1/4	1/4	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
55	51	102	102	0.5	3/8	3/8	2/4	4	1		V	g	I		V		V							M	1	0	1, 5, 2		1	1
56	52	205/2	205/2	0.5	0	0	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
56	52	103	103	0.5	1/8	1/8	2/4	4	1		V	g	I		V		V							M	1	0	1, 5, 2		1	1
56	52	207/2	207/2	0.5	1/4	1/4	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
56	52	104	104	0.5	3/8	3/8	2/4	4	1		IV/V	g	I		IV/V		IV				V			M	1	0	0, 4, 1		0	0
57	53	209/2	209/2	0.5	0	0	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
57	53	105	105	0.5	1/8	1/8	2/4	4	1		IV/V	g	I		IV/V		IV				V			M	1	0	0, 4, 1		0	0
57	53	211/2	211/2	0.5	1/4	1/4	2/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
57	53	106	106	0.5	3/8	3/8	2/4	4	1		iio/ii	g	I		iio/ii		ii	o			ii			o	1	0	4, 1, -2		4	4
58	54	213/2	213/2	0.5	0	0	2/4	4	1		V65/ii	g	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
58	54	107	107	0.5	1/8	1/8	2/4	4	1		V7/ii	g	I		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
58	54	215/2	215/2	0.5	1/4	1/4	2/4	4	1		V65/ii	g	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
58	54	108	108	0.5	3/8	3/8	2/4	4	1		ii(+4)	g	I		ii(+4)		ii			+4				m	1	0	2, -1, 3	1	2	2
59	55	217/2	217/2	0.5	0	0	2/4	4	1		V65/ii	g	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
59	55	109	109	0.5	1/8	1/8	2/4	4	1		ii(+4)	g	I		ii(+4)		ii			+4				m	1	0	2, -1, 3	1	2	2
59	55	219/2	219/2	0.5	1/4	1/4	2/4	4	1		V7/ii	g	I		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
59	55	110	110	0.5	3/8	3/8	2/4	4	1		V65/ii	g	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
60	56	221/2	221/2	0.5	0	0	2/4	4	1		ii	g	I		ii		ii							m	1	0	2, -1, 3		2	2
60	56	111	111	0.5	1/8	1/8	2/4	4	1		IVM7/IV	g	I		IVM7/IV		IV	M	7		IV			MM7	1	0	-2, 2, -1, 3		-2	-2
60	56	223/2	223/2	0.5	1/4	1/4	2/4	4	1		IV6/IV	g	I		IV6/IV		IV		6		IV			M	1	0	2, -1, -2		-2	2
60	56	112	112	0.5	3/8	3/8	2/4	4	1		ii7/IV	g	I		ii7/IV		ii		7		IV			mm7	1	0	1, -2, 2, -1		1	1
61	57	225/2	225/2	0.5	0	0	2/4	4	1		V65/IV	g	I		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
61	57	113	113	0.5	1/8	1/8	2/4	4	1		V7/IV	g	I		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
61	57	227/2	227/2	0.5	1/4	1/4	2/4	4	1		V65/IV	g	I		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
61	57	114	114	0.5	3/8	3/8	2/4	4	1		V43/IV	g	I		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
62	58	229/2	229/2	0.5	0	0	2/4	4	1		IV	g	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
62	58	115	115	0.5	1/8	1/8	2/4	4	1		ii7	g	I		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
62	58	231/2	231/2	0.5	1/4	1/4	2/4	4	1		V	g	I		V		V							M	1	0	1, 5, 2		1	1
62	58	116	116	0.5	3/8	3/8	2/4	4	1		iii	g	I		iii		iii							m	1	0	4, 1, 5		4	4
63	59	233/2	233/2	0.5	0	0	2/4	4	1		vi	g	I		vi		vi							m	1	0	3, 0, 4		3	3
63	59	117	117	0.5	1/8	1/8	2/4	4	1		IV	g	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
63	59	235/2	235/2	0.5	1/4	1/4	2/4	4	1		V65	g	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
63	59	118	118	0.5	3/8	3/8	2/4	4	1		V7	g	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
64	60	237/2	237/2	1.5	0	0	2/4	4	1		I[I	g	I	I	I		I							M	1	0	0, 4, 1		0	0
64	60	120	120	0.5	3/8	3/8	2/4	4	1		IV	g	I	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
65	61	241/2	241/2	0.5	0	0	2/4	4	1		I	g	I	I	I		I							M	1	0	0, 4, 1		0	0
65	61	121	121	0.5	1/8	1/8	2/4	4	1		IV	g	I	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
65	61	243/2	243/2	2.5	1/4	1/4	2/4	4	1		I	g	I	I	I		I							M	1	0	0, 4, 1		0	0
66	62	124	124	0.5	3/8	3/8	2/4	4	1		IV	g	I	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
67	63	249/2	249/2	0.5	0	0	2/4	4	1		I	g	I	I	I		I							M	1	0	0, 4, 1		0	0
67	63	125	125	0.5	1/8	1/8	2/4	4	1		IV	g	I	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
67	63	251/2	251/2	0.5	1/4	1/4	2/4	4	1		I	g	I	I	I		I							M	1	0	0, 4, 1		0	0
67	63	126	126	0.5	3/8	3/8	2/4	4	1		vi]	g	I	I	vi		vi							m	1	0	3, 0, 4		3	3
68	64	253/2	253/2	1.5	0	0	2/4	4	1		vi[V/ii	g	I	vi	V/ii		V				ii			M	1	0	3, 7, 4		3	3
68	64	128	128	0.5	3/8	3/8	2/4	4	1		ii(+9+#7)	g	I	vi	ii(+9+#7)		ii			+9+#7				m	1	0	2, -1, 3	4, 7	2	2
69	65	257/2	257/2	0.5	0	0	2/4	4	1		V/ii	g	I	vi	V/ii		V				ii			M	1	0	3, 7, 4		3	3
69	65	129	129	0.5	1/8	1/8	2/4	4	1		ii(+9+#7)	g	I	vi	ii(+9+#7)		ii			+9+#7				m	1	0	2, -1, 3	4, 7	2	2
69	65	259/2	259/2	1.0	1/4	1/4	2/4	4	1		V/ii]	g	I	vi	V/ii		V				ii			M	1	0	3, 7, 4		3	3
70	66	261/2	261/2	1.0	0	0	2/4	4	1		V65/V	g	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
70	66	263/2	263/2	1.0	1/4	1/4	2/4	4	1		vii%7/V	g	I		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
71	67	265/2	265/2	0.5	0	0	2/4	4	1		V65/V	g	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
71	67	133	133	0.5	1/8	1/8	2/4	4	1		vii%7/V	g	I		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
71	67	267/2	267/2	1.0	1/4	1/4	2/4	4	1		V65/V	g	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
72	68	269/2	269/2	1.0	0	0	2/4	4	1		V[V2	g	I	V	V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
72	68	271/2	271/2	1.0	1/4	1/4	2/4	4	1		I6	g	I	V	I6		I		6					M	1	0	4, 1, 0		0	4
73	69	273/2	273/2	1.0	0	0	2/4	4	1		V65	g	I	V	V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
73	69	275/2	275/2	1.0	1/4	1/4	2/4	4	1		I]	g	I	V	I		I							M	1	0	0, 4, 1		0	0
74	70	277/2	277/2	1.0	0	0	2/4	4	1		V2	g	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
74	70	279/2	279/2	1.0	1/4	1/4	2/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
75	71	281/2	281/2	1.0	0	0	2/4	4	1		V65	g	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
75	71	283/2	283/2	1.0	1/4	1/4	2/4	4	1		I	g	I		I		I							M	1	0	0, 4, 1		0	0
76	72	285/2	285/2	2.0	0	0	2/4	4	1		V65/V	g	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
77	73	289/2	289/2	2.0	0	0	2/4	4	1		V2	g	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
78	74	293/2	293/2	0.5	0	0	2/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
78	74	147	147	0.5	1/8	1/8	2/4	4	1		vi	g	I		vi		vi							m	1	0	3, 0, 4		3	3
78	74	295/2	295/2	0.5	1/4	1/4	2/4	4	1		IV	g	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
78	74	148	148	0.5	3/8	3/8	2/4	4	1		V7	g	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
79	75	297/2	297/2	2.0	0	0	2/4	4	1		I\\	g	I		I		I						\\	M	1	0	0, 4, 1		0	0
83	76	301/2	156	5.0	0	0	2/4	4	1	2	I\\	g	I		I		I						\\	M	1	0	0, 4, 1		0	0
85	78	311/2	161	0.5	1/4	1/4	2/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
85	78	156	323/2	0.5	3/8	3/8	2/4	4	1		I	g	I		I		I							M	1	0	0, 4, 1		0	0
86	79	313/2	162	0.5	0	0	2/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
86	79	157	325/2	0.5	1/8	1/8	2/4	4	1		I	g	I		I		I							M	1	0	0, 4, 1		0	0
86	79	315/2	163	0.5	1/4	1/4	2/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
86	79	158	327/2	1.0	3/8	3/8	2/4	4	1		I	g	I		I		I							M	1	0	0, 4, 1		0	0
87	80	159	329/2	0.5	1/8	1/8	2/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
87	80	319/2	165	0.5	1/4	1/4	2/4	4	1		I	g	I		I		I							M	1	0	0, 4, 1		0	0
87	80	160	331/2	0.5	3/8	3/8	2/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
88	81	321/2	166	0.5	0	0	2/4	4	1		I	g	I		I		I							M	1	0	0, 4, 1		0	0
